age,decile1,decile3,fam_inc,lsat,ugpa,gender.female,race1.asian,race1.black,race1.hisp,race1.other,cluster.1,cluster.2,cluster.3,cluster.4,cluster.5,fulltime.1,has.passed.bar.exam
64,1,1,2,29,2.8,0,0,0,1,0,1,0,0,0,0,1,0
62,8,9,4,27,3.8,1,0,0,0,0,0,0,1,0,0,1,1
62,10,10,4,39,3.4,1,0,0,0,0,1,0,0,0,0,1,1
57,6,6,4,41,3.7,0,0,0,0,0,1,0,0,0,0,1,0
57,6,7,3,36,3.3,0,0,0,0,0,0,0,1,0,0,0,1
61,5,3,3,30,3,0,0,0,0,0,0,0,1,0,0,1,0
54,6,7,2,22,3.7,0,0,1,0,0,0,0,0,0,0,1,1
60,9,9,3,36,3.6,1,1,0,0,0,0,0,1,0,0,1,1
60,8,9,4,35,3.8,0,0,0,0,0,0,0,1,0,0,1,1
57,4,4,2,32.3,2.8,0,0,0,0,0,0,0,1,0,0,0,1
57,8,10,3,32.5,2.4,0,0,0,0,0,0,0,1,0,0,1,1
61,1,1,4,35,2.7,1,1,0,0,0,0,0,0,1,0,1,1
61,5,5,1,42,3.5,1,0,0,0,0,1,0,0,0,0,1,1
65,2,2,3,39,3.3,1,0,0,0,0,0,0,0,0,1,1,1
45,7,6,3,34,3.2,1,0,0,0,0,0,0,1,0,0,0,1
61,3,2,4,40,3.2,0,0,0,0,0,1,0,0,0,0,1,1
49,10,10,4,42,3.9,0,0,0,0,0,0,0,1,0,0,0,1
62,2,2,2,34,3.3,0,0,0,0,0,1,0,0,0,0,1,1
62,1,1,3,28,3.7,1,0,1,0,0,1,0,0,0,0,1,1
60,4,5,3,36,3.8,1,0,0,0,0,1,0,0,0,0,1,1
60,5,4,3,35,3.8,0,0,0,0,0,0,0,0,1,0,1,1
60,6,5,4,40,2.8,0,0,0,0,0,1,0,0,0,0,1,1
42,7,7,2,30,2.3,0,0,1,0,0,0,0,0,0,0,1,1
62,4,4,3,35,3.7,0,0,0,0,0,1,0,0,0,0,1,1
57,10,9,3,45,3.7,1,0,0,0,0,0,0,1,0,0,1,1
60,9,8,5,42.5,3.6,1,0,0,0,0,0,0,0,1,0,1,1
65,9,9,3,38,3.4,0,0,0,0,1,0,0,1,0,0,1,1
67,5,1,3,36,3.7,0,0,0,0,0,0,1,0,0,0,1,0
58,7,7,2,36,3.5,0,1,0,0,0,1,0,0,0,0,1,1
62,3,1,3,33,3.1,1,0,0,1,0,1,0,0,0,0,1,0
53,5,4,3,24,3.6,1,0,1,0,0,1,0,0,0,0,1,1
61,5,4,4,39,3.4,1,0,0,0,0,0,0,1,0,0,1,0
47,2,4,4,46,3.5,1,0,0,0,0,0,0,0,1,0,1,1
62,4,4,4,37,3.1,1,0,0,0,0,0,0,1,0,0,1,1
61,7,8,4,28,3.2,0,0,0,0,0,0,0,1,0,0,1,1
66,7,8,3,42,3.3,0,0,0,0,0,1,0,0,0,0,1,1
63,3,4,3,37,3.7,0,0,0,0,0,1,0,0,0,0,1,1
61,10,8,3,30,3.2,1,0,0,0,0,0,0,1,0,0,1,1
65,10,10,4,44,3.7,0,0,0,0,0,0,0,1,0,0,1,1
59,3,3,3,40,3,1,0,0,0,0,1,0,0,0,0,1,1
57,7,8,4,39,3.6,1,0,0,1,0,0,0,0,1,0,1,1
42,7,6,4,36,3,1,0,0,0,0,1,0,0,0,0,1,1
63,9,10,2,41,3.9,1,0,0,0,0,0,0,1,0,0,1,1
62,8,7,4,43,2.9,0,0,0,0,0,0,0,1,0,0,1,1
54,2,2,4,35,2.9,1,0,0,0,0,0,0,1,0,0,1,0
49,7,8,4,46,3.4,0,0,0,0,0,1,0,0,0,0,1,1
57,10,10,3,37,2.7,0,0,0,0,0,0,0,1,0,0,0,1
61,2,3,5,33,3.2,0,0,0,0,0,1,0,0,0,0,1,1
59,9,9,3,36,3.1,1,0,0,0,0,1,0,0,0,0,1,1
62,3,3,5,45,3.8,0,1,0,0,0,0,0,0,0,1,1,1
44,2,2,3,28,2.9,1,0,0,0,0,0,0,1,0,0,1,0
61,8,9,5,38,3.6,0,0,0,0,0,1,0,0,0,0,1,1
60,10,10,3,41,3.6,1,0,0,0,0,0,1,0,0,0,1,1
66,4,2,4,36,2.9,0,0,0,0,0,0,0,1,0,0,1,1
57,1,2,3,31,3,1,0,0,0,0,0,0,0,1,0,1,0
62,7,5,3,39,2.9,0,0,0,0,0,0,0,1,0,0,1,1
66,8,7,4,40,3.1,1,0,0,0,0,1,0,0,0,0,1,1
67,2,2,3,27,2.7,1,0,1,0,0,0,0,1,0,0,1,1
62,6,8,3,37,2.8,1,0,0,0,0,0,0,1,0,0,1,1
45,4,4,3,40,3.7,1,0,0,0,0,0,0,0,1,0,1,1
62,6,6,4,38,3.7,1,0,0,0,0,0,0,1,0,0,1,1
55,7,8,3,33.3,2.8,0,0,0,0,0,0,0,1,0,0,0,1
60,8,7,5,48,3.4,1,0,0,0,0,0,0,0,0,1,1,1
53,4,5,3,37,3.4,0,0,0,0,0,1,0,0,0,0,1,1
44,5,6,3,39,3.8,0,0,0,0,0,1,0,0,0,0,1,1
67,7,6,4,42,3.2,0,0,0,0,0,1,0,0,0,0,1,1
52,3,4,2,33,3.6,1,0,0,0,0,1,0,0,0,0,1,1
62,4,4,3,27,3.6,0,0,1,0,0,0,0,1,0,0,1,1
68,3,1,4,47,3.8,0,0,0,0,0,0,0,0,0,1,1,1
61,4,4,4,28.5,3.2,1,0,0,0,0,0,0,1,0,0,1,1
59,10,10,1,39,3.7,0,0,0,0,0,0,1,0,0,0,1,1
62,8,6,3,36,3.3,1,0,0,0,0,0,0,1,0,0,1,1
62,8,8,4,47,3.7,0,0,0,0,0,0,0,0,1,0,1,1
62,3,2,3,42,3,1,0,0,0,0,0,0,1,0,0,1,0
61,9,9,3,40,2.7,0,0,0,1,0,0,0,1,0,0,1,1
61,5,3,4,42,2.6,0,0,0,0,0,0,0,1,0,0,1,1
60,2,1,2,28,2.4,1,0,0,0,1,0,0,1,0,0,1,0
58,5,3,4,45,2.5,0,0,0,0,0,0,0,0,0,1,1,1
61,8,10,4,46,2.9,1,0,0,0,0,0,0,0,1,0,1,1
58,10,10,4,44,3.7,1,0,0,0,0,0,0,1,0,0,1,1
61,8,5,4,35,3.2,0,0,0,0,0,0,0,0,1,0,1,1
60,5,2,3,40,3.2,0,0,0,0,0,0,1,0,0,0,1,1
60,6,7,4,34,3.4,1,0,0,0,0,0,0,1,0,0,1,1
33,7,7,3,29,2.9,1,0,0,0,0,0,0,1,0,0,1,1
61,6,4,4,43,3.5,0,0,0,0,0,0,0,0,1,0,1,1
66,6,2,5,30.5,2.8,1,0,0,1,0,0,1,0,0,0,1,1
66,10,10,3,41,3.9,1,0,0,0,0,0,0,0,1,0,1,1
52,8,10,3,32,3,1,0,0,0,0,0,0,1,0,0,0,1
61,9,9,3,47,3.4,0,1,0,0,0,0,0,0,1,0,1,1
63,6,6,3,31,3.5,0,0,0,1,0,0,0,0,1,0,1,1
56,8,7,2,46,3.3,1,0,0,0,0,1,0,0,0,0,1,1
66,5,4,4,44,3.4,0,0,0,0,0,0,0,1,0,0,1,1
62,3,3,4,34,3.2,1,0,0,0,0,1,0,0,0,0,1,1
59,7,6,3,37,3.6,0,0,0,0,0,1,0,0,0,0,1,0
59,8,7,3,30.5,3.7,1,0,0,0,0,0,0,1,0,0,1,1
66,7,7,3,38,2.8,0,0,0,0,0,0,1,0,0,0,1,1
59,4,2,3,23.5,2.6,1,0,1,0,0,0,1,0,0,0,1,0
59,5,6,3,31,3.4,1,0,0,0,0,0,0,1,0,0,1,1
57,9,10,3,45,3.8,0,0,0,0,0,0,0,1,0,0,0,1
48,5,7,3,35,3.5,0,0,0,0,0,0,0,1,0,0,0,0
44,2,2,2,45,3.4,1,1,0,0,0,0,0,0,1,0,1,1
62,9,10,5,43.5,3.5,0,0,0,0,0,0,0,0,1,0,1,1
43,5,4,5,37,3.4,1,0,0,0,0,0,0,1,0,0,1,1
59,8,8,3,38,3.3,1,0,0,0,0,0,0,1,0,0,1,1
62,1,1,3,33.5,3.2,0,0,0,0,0,1,0,0,0,0,1,1
61,6,7,3,39,3.7,0,0,0,0,0,0,0,0,0,1,1,1
53,5,3,3,33,2.5,0,0,1,0,0,1,0,0,0,0,0,1
61,9,8,4,42,3.3,0,0,0,0,1,1,0,0,0,0,1,1
43,3,4,3,36,3.2,1,0,0,0,0,0,0,1,0,0,1,1
44,9,10,3,42,4,1,0,0,0,0,0,0,1,0,0,1,1
62,9,9,4,38.5,3.6,0,0,0,0,0,1,0,0,0,0,1,1
62,9,7,4,40,3.1,1,0,0,0,0,0,0,1,0,0,1,1
62,6,6,4,42,3.7,1,0,0,0,0,0,0,0,0,1,1,1
62,9,8,5,33,2.8,1,0,0,0,0,0,0,1,0,0,1,1
48,2,1,3,30,3.2,1,0,0,0,0,0,1,0,0,0,1,0
66,7,8,3,42,3.7,0,0,0,0,0,1,0,0,0,0,1,1
61,10,10,2,39,4,1,0,0,0,0,1,0,0,0,0,1,1
66,8,8,5,30,3.1,0,0,0,0,0,0,0,1,0,0,1,1
58,7,6,3,43,2.9,0,0,0,0,0,1,0,0,0,0,1,1
62,5,6,5,44,3.8,0,0,0,0,0,0,0,0,0,1,1,1
41,5,6,4,34,3.1,1,0,0,0,0,0,0,1,0,0,0,0
60,8,5,3,38,3.1,0,0,0,0,0,0,0,0,1,0,1,0
62,2,1,4,39,3,0,0,0,0,0,1,0,0,0,0,1,1
61,6,3,5,48,3.8,0,0,0,0,0,0,0,0,0,1,1,1
55,3,3,4,41,3.6,1,0,0,0,0,0,0,0,1,0,1,1
65,6,6,4,46,3.2,1,0,0,0,0,0,0,0,0,1,1,1
59,5,6,5,44,3.2,1,0,0,0,0,0,0,0,1,0,1,1
62,8,5,2,34,3.4,0,0,0,0,0,1,0,0,0,0,1,1
48,3,1,2,17.5,3,0,0,0,0,0,0,0,0,0,0,1,0
62,4,3,4,38,2.8,0,0,0,0,0,0,0,1,0,0,1,1
62,8,10,5,36,3.9,0,0,0,0,0,0,0,1,0,0,1,1
45,8,6,2,33,3.2,0,0,0,0,0,0,0,1,0,0,0,1
55,2,3,3,24,3,0,0,0,0,0,0,0,1,0,0,1,0
60,2,1,3,43,3.5,0,0,0,0,0,1,0,0,0,0,1,1
59,10,10,4,39,2.9,0,0,0,0,0,0,0,1,0,0,1,1
67,2,1,3,29,3.8,1,1,0,0,0,0,0,1,0,0,1,1
59,5,6,4,39,2.9,1,0,0,0,0,0,0,1,0,0,1,1
61,5,6,4,42,3.1,0,0,0,0,0,0,0,1,0,0,1,1
60,2,1,3,36,2.6,0,0,0,0,0,0,0,1,0,0,1,1
44,1,1,3,20,3,0,0,0,0,1,1,0,0,0,0,1,0
61,9,9,4,39,3.2,0,0,0,0,0,0,0,1,0,0,1,1
60,8,6,4,47,2.9,0,0,0,0,0,0,0,0,1,0,1,1
57,5,8,5,37,3.4,0,0,0,0,0,1,0,0,0,0,1,1
66,6,6,4,36,3.4,1,0,0,0,0,0,0,1,0,0,1,1
60,3,4,3,34,3.8,0,0,0,0,0,0,0,0,1,0,1,1
61,10,10,4,35,2.9,0,0,0,0,0,0,0,1,0,0,1,1
61,3,2,4,37,2.9,1,0,0,0,0,0,0,1,0,0,1,1
62,3,3,3,38,3.4,1,0,0,0,0,1,0,0,0,0,1,1
62,2,2,3,41,3.6,0,0,0,1,0,0,0,0,0,1,1,1
62,10,7,5,40,3.6,0,0,0,0,0,1,0,0,0,0,1,1
62,7,4,4,38,3,0,0,0,0,0,0,0,0,1,0,1,1
46,4,4,4,37,2.9,1,0,0,0,0,0,0,1,0,0,1,1
57,3,5,5,42,3.6,0,0,0,0,0,0,0,0,1,0,1,1
57,4,5,4,33,2.9,0,0,0,0,0,0,0,1,0,0,1,1
62,7,6,3,37,3.4,1,0,0,0,0,1,0,0,0,0,1,1
61,6,4,2,30,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,6,8,4,42,2.9,0,0,0,0,0,1,0,0,0,0,1,1
56,3,2,3,36,3,0,0,0,0,0,1,0,0,0,0,1,1
47,1,1,3,32,3.2,0,0,0,0,0,0,0,1,0,0,0,0
62,10,10,3,43,3.7,0,0,0,0,0,1,0,0,0,0,1,1
62,5,5,3,36,3.3,1,0,0,0,0,0,0,1,0,0,1,1
58,6,6,2,36,3.3,1,0,0,0,0,0,0,1,0,0,0,1
61,1,1,2,36,2.5,1,0,1,0,0,1,0,0,0,0,1,1
57,3,4,3,32,3.8,1,0,1,0,0,0,0,1,0,0,1,0
61,3,3,5,40,3.2,1,0,0,0,0,1,0,0,0,0,1,1
62,7,7,5,33,3,0,0,0,0,0,0,1,0,0,0,1,1
60,8,4,4,29.5,3.1,0,0,0,0,0,0,1,0,0,0,1,1
64,7,7,4,41,2.4,0,0,0,0,0,0,0,1,0,0,1,1
61,10,9,3,36,3.3,0,0,0,0,0,0,0,1,0,0,1,1
62,6,5,4,39,2.6,0,0,0,1,0,1,0,0,0,0,1,1
52,2,2,3,33.5,3.7,1,0,0,0,0,0,0,1,0,0,1,1
58,5,3,3,39,2.7,1,0,0,0,0,0,0,0,1,0,1,1
60,4,4,1,37,2.3,0,0,1,0,0,1,0,0,0,0,1,1
65,5,3,3,32,2.5,0,0,1,0,0,0,0,0,1,0,0,1
47,3,2,1,27,3.1,0,0,0,0,0,0,0,1,0,0,1,1
54,1,1,2,30,2.8,1,0,0,0,1,0,0,0,1,0,1,0
48,9,6,3,42,2.6,0,0,0,0,0,1,0,0,0,0,0,1
61,9,10,4,36,3,0,0,0,0,1,0,0,1,0,0,1,1
54,10,9,4,31,3.6,1,0,0,0,0,0,0,1,0,0,1,1
62,5,5,5,35,3.5,0,0,0,0,0,1,0,0,0,0,1,1
61,3,4,4,42,3.9,0,0,0,0,0,0,0,0,0,1,1,1
57,10,10,3,34,2.9,0,0,0,0,0,0,0,1,0,0,0,1
61,9,10,4,38,3.7,1,0,0,0,0,0,0,1,0,0,1,1
62,7,7,4,38,3,0,0,0,0,0,1,0,0,0,0,1,1
57,6,7,4,28.5,2.8,1,0,0,0,0,0,1,0,0,0,1,1
60,3,3,5,41,3.1,0,0,0,0,0,1,0,0,0,0,1,1
63,6,7,4,44,3.8,0,0,0,0,0,1,0,0,0,0,1,1
62,5,5,4,27,3.3,1,0,0,0,0,0,0,1,0,0,1,1
63,8,8,4,39,3.3,0,0,0,0,0,0,0,1,0,0,1,1
61,8,5,3,32,2.6,0,0,1,0,0,1,0,0,0,0,1,1
58,8,9,4,36,3.4,1,0,0,0,0,0,0,0,0,1,1,1
59,5,9,4,38,3.6,0,0,0,0,0,0,0,1,0,0,1,1
67,6,8,4,42,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,4,3,3,34,3.7,1,0,0,0,0,1,0,0,0,0,1,1
62,6,6,3,44,3.3,0,0,0,0,0,1,0,0,0,0,1,1
61,7,7,4,29.7,2.5,1,1,0,0,0,0,0,1,0,0,1,1
62,5,2,5,27.5,3.1,1,0,0,0,0,0,0,1,0,0,1,0
65,3,3,3,30.5,3.1,1,0,0,0,0,0,0,1,0,0,1,1
65,1,1,4,32.3,3.2,1,0,0,0,0,0,0,0,1,0,1,0
60,9,9,5,38,3.1,1,0,0,0,0,0,0,1,0,0,1,1
51,3,2,2,31,3.8,1,0,0,0,0,1,0,0,0,0,1,1
61,6,6,3,38,2.9,1,0,0,0,0,0,0,1,0,0,0,1
61,6,7,3,39.5,3.2,1,0,0,0,0,0,0,1,0,0,1,1
62,2,1,4,32.5,2.8,0,0,0,0,0,0,0,1,0,0,1,1
62,4,6,4,33,3.3,1,0,0,0,0,0,0,1,0,0,1,1
60,7,7,3,33,3.7,0,0,0,0,0,0,0,1,0,0,1,1
62,2,2,4,34,2.8,0,0,0,1,0,0,0,1,0,0,1,1
62,4,4,2,39,3.6,0,0,0,0,0,1,0,0,0,0,1,1
61,8,8,3,39,3.9,1,0,0,0,0,0,0,0,1,0,1,1
59,9,9,4,35,3.2,0,0,0,0,0,0,0,1,0,0,1,1
60,6,4,4,27,3,0,0,0,0,1,0,0,1,0,0,1,1
60,1,1,3,40,3.7,0,1,0,0,0,1,0,0,0,0,1,1
61,7,8,4,38,3,0,0,0,0,0,0,0,1,0,0,1,0
62,8,4,3,40,3.6,1,0,0,0,0,1,0,0,0,0,1,1
56,4,6,1,21.5,3.4,0,0,0,0,1,0,0,1,0,0,1,1
62,6,6,4,44,3.8,1,0,0,0,0,0,0,0,0,1,1,1
66,1,1,2,28.5,3.4,1,0,1,0,0,0,0,0,1,0,1,0
60,4,2,2,28,2.7,1,0,1,0,0,0,0,0,1,0,0,0
60,8,8,3,39,3.9,0,0,0,0,0,1,0,0,0,0,1,1
61,6,7,5,38,3.6,0,0,0,0,0,1,0,0,0,0,1,1
61,10,10,4,41,3.6,1,0,0,0,0,0,0,1,0,0,1,1
36,10,9,4,42,3.4,0,0,0,0,0,0,0,0,0,0,1,1
60,3,2,3,29.5,3.2,0,0,0,0,0,0,0,1,0,0,1,1
61,1,1,4,45,3.5,0,0,0,0,0,0,0,0,0,1,1,1
59,6,8,4,39,3.2,0,0,0,0,0,0,0,1,0,0,1,1
61,6,7,4,35,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,6,6,4,33.5,3.2,1,0,0,0,0,1,0,0,0,0,1,0
61,5,4,4,33.5,3.2,1,0,0,0,0,0,1,0,0,0,1,1
58,3,4,3,37,3.4,1,0,0,0,0,1,0,0,0,0,0,1
62,2,2,4,39,3.4,0,0,0,0,0,1,0,0,0,0,1,1
61,4,4,3,31,3,0,0,0,0,0,0,0,1,0,0,1,1
60,3,1,3,33.5,3.1,0,0,0,0,0,0,0,1,0,0,1,1
60,5,4,4,29,3,0,0,1,0,0,0,0,1,0,0,1,1
59,9,6,4,32.5,4,1,0,0,0,0,1,0,0,0,0,1,1
61,2,1,3,42,3.4,1,0,0,0,0,1,0,0,0,0,1,1
61,5,6,5,39,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,6,4,4,37,3,1,0,0,0,0,0,0,0,1,0,1,1
59,7,7,4,31,2.6,0,0,0,1,0,1,0,0,0,0,1,1
61,9,7,3,36,2.9,0,0,0,0,0,0,0,1,0,0,1,1
60,2,1,3,28,2.9,1,0,1,0,0,0,0,1,0,0,1,0
61,6,4,3,29,3.5,0,0,0,0,0,0,0,1,0,0,1,1
62,8,8,3,45,3.2,0,0,0,0,0,0,0,0,0,1,1,1
61,4,6,4,41,3,0,0,0,0,0,1,0,0,0,0,1,1
57,7,7,1,40,2.3,0,0,1,0,0,0,0,1,0,0,1,1
60,8,8,5,38.5,3.6,1,0,0,0,0,0,0,0,0,1,1,1
58,5,7,5,38,2.7,0,0,0,0,0,0,0,1,0,0,1,1
57,1,2,5,37,3.3,0,0,0,0,0,1,0,0,0,0,1,0
62,1,1,2,34,2.8,0,0,0,0,0,0,1,0,0,0,1,1
62,5,6,3,45,3.6,0,1,0,0,0,0,0,0,1,0,1,1
62,4,4,3,44,3.5,1,0,0,0,0,1,0,0,0,0,1,1
61,8,9,4,37,3.6,0,0,0,0,0,0,0,1,0,0,1,1
67,6,9,4,42,3.5,1,0,0,0,0,0,0,1,0,0,1,1
61,8,5,4,47,3,1,0,0,0,0,0,0,0,1,0,1,1
51,3,2,2,29,3,0,0,0,1,0,0,0,1,0,0,1,0
64,3,2,4,40.5,2.6,1,0,0,0,0,1,0,0,0,0,1,1
58,10,10,4,44,4,1,0,0,0,0,0,0,0,1,0,1,1
63,5,5,4,40,3.7,1,0,0,1,0,0,0,0,0,1,1,1
58,9,9,2,35,3,0,0,0,0,0,0,0,1,0,0,1,1
52,8,7,4,34,2.7,0,0,0,0,0,1,0,0,0,0,0,1
60,6,6,3,33,3,0,0,0,0,0,0,1,0,0,0,1,1
62,2,1,4,35,2.7,0,0,0,0,0,0,0,1,0,0,1,1
61,7,9,4,40,3.9,0,0,0,0,0,1,0,0,0,0,1,1
57,10,10,4,40,3.3,0,0,0,0,0,1,0,0,0,0,1,1
58,8,8,3,32,2.5,0,0,0,0,0,0,1,0,0,0,1,1
59,4,4,4,40,3.3,0,0,0,0,0,0,0,0,1,0,1,1
62,3,3,4,43,3.5,1,0,0,0,0,0,0,0,1,0,1,1
55,6,6,4,33,2.8,0,0,0,0,0,0,0,1,0,0,0,1
61,4,2,3,30.5,3.5,1,0,0,0,0,0,0,1,0,0,1,1
67,4,4,4,43,3.7,0,0,0,0,0,0,0,0,1,0,1,0
60,3,2,4,34,3.1,0,0,0,0,1,0,0,0,0,1,1,1
62,10,9,2,30.5,2.8,0,0,0,0,0,0,1,0,0,0,1,1
50,1,1,4,33,2.6,1,0,1,0,0,0,0,0,1,0,0,0
62,2,4,4,39,3.2,0,0,0,0,0,1,0,0,0,0,1,1
62,4,3,3,34,3.5,0,0,0,0,0,0,0,1,0,0,1,1
62,7,4,4,30,3.1,0,0,0,0,0,0,0,1,0,0,1,1
62,3,4,5,38,3.7,1,0,0,0,0,0,0,0,1,0,1,1
63,5,2,4,33,3.3,1,1,0,0,0,1,0,0,0,0,1,1
60,3,2,4,33,2.9,0,0,0,0,0,0,1,0,0,0,1,1
52,5,4,4,29,3,0,0,0,1,0,1,0,0,0,0,1,1
65,3,1,3,18,3.2,1,0,1,0,0,0,0,0,0,0,1,0
61,7,4,4,33.5,2.6,0,0,0,1,0,0,0,1,0,0,1,1
65,6,5,5,48,3.3,0,0,0,0,0,1,0,0,0,0,1,1
54,1,1,4,38,2.1,1,0,0,0,0,0,0,0,1,0,1,0
56,5,3,3,33,2.9,1,0,1,0,0,0,0,0,1,0,1,1
59,3,7,3,38,3.6,1,0,1,0,0,1,0,0,0,0,1,1
55,8,5,3,32,2.5,0,0,0,0,0,0,0,1,0,0,1,1
61,2,2,3,40,2.5,1,0,0,0,1,0,1,0,0,0,1,0
59,2,4,3,43,2.4,0,0,1,0,0,1,0,0,0,0,1,1
67,1,1,4,33,3.2,1,0,0,0,1,0,0,1,0,0,1,1
59,7,7,2,36,3.4,0,0,0,0,0,0,0,1,0,0,1,1
62,6,5,3,38,3.5,1,0,0,0,0,1,0,0,0,0,1,1
61,5,7,5,36,3.7,0,0,0,0,0,0,0,0,1,0,1,1
45,3,5,2,34,3.7,1,0,0,0,0,0,0,1,0,0,0,1
53,1,1,4,26,2.8,1,0,1,0,0,0,0,1,0,0,1,0
58,4,3,2,37,2.9,0,0,0,0,0,0,0,1,0,0,1,1
62,5,4,4,42,3.6,0,1,0,0,0,0,0,0,0,1,1,1
64,7,4,3,34.5,3.2,0,0,0,0,0,0,1,0,0,0,1,1
51,4,4,3,36,3.6,1,0,0,0,0,0,0,0,0,1,0,1
60,2,1,3,38,3.3,1,0,0,0,0,0,0,0,0,1,1,1
60,3,2,4,33,2.8,0,0,0,0,0,0,0,1,0,0,1,1
61,6,6,3,44,3.3,1,0,0,0,0,0,0,1,0,0,1,1
49,1,3,2,28,3.1,0,0,1,0,0,1,0,0,0,0,0,0
62,6,7,4,34,3.2,0,0,0,0,0,1,0,0,0,0,1,1
62,10,3,3,27,2.6,0,0,0,0,0,0,0,1,0,0,1,1
62,9,8,3,34,3.1,0,0,0,0,0,0,0,1,0,0,1,1
60,9,9,4,43,3.3,1,0,0,0,0,0,0,0,1,0,1,1
62,1,2,5,47,3.7,0,0,0,0,0,0,0,0,0,1,1,1
56,2,5,3,34,3.2,0,0,0,0,0,0,0,1,0,0,1,1
50,5,6,3,35,3.2,1,0,0,0,0,1,0,0,0,0,1,1
62,3,2,3,25,3.1,1,0,1,0,0,1,0,0,0,0,1,1
61,2,1,3,23.5,2.6,1,0,1,0,0,0,0,1,0,0,1,1
61,9,9,4,41,3.5,0,0,0,0,0,0,0,0,1,0,1,1
57,7,6,4,39.5,2.6,1,1,0,0,0,1,0,0,0,0,1,1
63,7,5,4,35,2.3,0,0,0,1,0,0,1,0,0,0,1,1
62,9,7,5,43,2.8,0,0,0,0,0,1,0,0,0,0,1,1
66,2,1,4,25,2.4,1,0,1,0,0,0,0,1,0,0,1,0
63,6,7,4,38,4,0,0,0,0,0,1,0,0,0,0,1,1
53,8,10,4,40,3.5,1,0,0,0,0,0,0,1,0,0,1,1
60,1,2,4,41,2.9,0,1,0,0,0,0,0,0,0,1,1,0
39,7,7,4,34,3.1,1,0,0,0,0,1,0,0,0,0,1,1
61,4,1,4,28,3.2,1,0,1,0,0,0,0,1,0,0,1,0
62,9,8,3,39,3.4,0,0,0,0,0,1,0,0,0,0,1,1
60,2,2,3,36,2.9,0,0,0,0,0,0,0,1,0,0,1,1
61,2,1,3,34,2.8,1,0,0,0,0,0,1,0,0,0,1,1
62,10,10,4,36,3,1,0,0,0,0,0,0,0,1,0,1,1
62,6,3,3,38,3.9,0,0,0,0,0,1,0,0,0,0,1,1
60,3,3,4,44,3.7,0,0,0,0,0,0,0,0,1,0,1,1
61,9,10,4,36,3.4,1,0,0,0,0,0,0,0,0,1,1,1
62,3,2,4,31,3.4,1,0,0,0,0,0,0,1,0,0,1,1
56,4,4,3,36,3.4,0,0,0,0,0,0,0,1,0,0,1,1
62,10,10,3,48,3.9,1,0,0,0,0,0,0,1,0,0,1,1
57,10,9,2,39,3.8,1,0,0,0,0,0,0,0,1,0,1,1
62,7,7,3,37,3.3,1,0,0,0,0,1,0,0,0,0,1,1
49,9,9,3,41,3.8,0,0,0,0,0,1,0,0,0,0,1,1
63,3,4,3,33.5,4,1,0,0,0,0,1,0,0,0,0,1,1
61,3,2,4,30.5,2.5,0,0,1,0,0,0,0,0,1,0,1,0
59,8,9,2,39,2.6,1,0,0,0,0,0,0,1,0,0,0,1
63,1,3,3,40,3.9,1,0,0,0,0,1,0,0,0,0,1,1
62,9,8,4,40,3.6,0,0,0,0,0,1,0,0,0,0,1,1
62,9,6,4,42,3.5,1,0,0,0,0,0,0,0,1,0,1,1
62,8,7,3,47,3.8,1,0,0,0,0,0,0,0,0,1,1,1
62,4,2,5,36,3.1,0,0,0,0,0,0,0,0,1,0,1,1
61,7,7,2,42,3.7,0,0,0,0,0,0,0,0,0,1,1,1
62,10,10,4,36,3.9,1,0,0,0,0,1,0,0,0,0,1,1
55,10,10,3,47,3.5,0,0,0,0,0,0,0,0,1,0,0,1
60,7,7,4,45,3.2,0,0,0,0,0,1,0,0,0,0,1,1
65,7,6,3,36,3,0,0,0,0,0,0,0,1,0,0,1,1
58,6,5,3,38,2.5,0,0,0,0,0,0,0,1,0,0,1,1
63,2,1,4,30.5,2.9,1,0,0,0,0,0,1,0,0,0,1,1
61,8,6,3,39,3,0,0,0,0,0,0,0,1,0,0,1,1
62,3,2,2,39,3.2,1,0,0,0,0,0,0,1,0,0,1,1
61,8,8,5,47,3.6,0,0,0,0,0,0,0,0,1,0,1,1
42,9,7,3,37,2.9,0,0,0,0,0,0,0,0,1,0,0,1
60,4,5,4,30,2.9,0,0,0,0,0,0,0,1,0,0,1,1
59,7,5,3,27,3.1,1,0,0,0,0,0,1,0,0,0,1,1
54,8,7,4,45,3.3,0,0,0,0,0,1,0,0,0,0,1,1
54,10,10,4,41,3.6,0,0,0,0,0,0,0,0,1,0,1,1
59,5,6,5,44,3.7,0,0,0,0,0,0,0,0,1,0,1,1
59,7,5,4,28.7,3.2,0,0,0,0,0,0,1,0,0,0,1,1
62,1,1,2,31,2.9,1,1,0,0,0,1,0,0,0,0,1,0
42,7,8,2,36,3.2,1,0,0,0,0,0,0,1,0,0,0,1
55,10,9,3,30,3.3,0,0,0,0,0,1,0,0,0,0,1,1
60,2,1,2,32,3.3,0,0,0,1,0,0,0,0,0,1,1,0
62,5,5,4,37,3.9,0,0,0,0,0,0,0,0,1,0,1,1
61,3,2,4,37,3,0,0,0,0,0,1,0,0,0,0,1,1
